Id ;Heure;Debit;Total;Pression;Densite
647;11:09:18;0;7832;0;
648;11:09:28;0;7832;0;
649;11:09:38;0;7832;0;
650;11:09:48;0;7832;0;
651;11:09:58;0;7832;0;
652;11:10:08;0;7832;0;
653;11:10:18;0;7832;0;
654;11:10:28;0;7832;0;
655;11:10:38;0;7832;0;
656;11:10:48;0;7832;0;
657;11:10:58;0;7832;0;
658;11:11:08;0;7832;0;
659;11:11:18;0;7832;0;
660;11:11:28;0;7832;0;
661;11:11:38;0;7832;0;
662;11:11:48;0;7832;0;
663;11:11:58;0;7832;0;
664;11:12:08;0;7832;0;
665;11:12:18;0;7832;0;
666;11:12:28;0;7832;0;
667;11:12:38;0;7834;0;
668;11:12:48;0;7834;0;
669;11:12:58;0;7834;0;
670;11:13:08;0;7834;0;
671;11:13:18;0;7834;0;
672;11:13:28;0;7834;0;
673;11:13:38;0;7834;0;
674;11:13:48;0;7834;0;
675;11:13:58;0;7834;0;
676;11:14:08;0;7834;0;
677;11:14:18;0;7834;0;
678;11:14:28;0;7834;0;
679;11:14:38;0;7834;0;
680;11:14:48;0;7834;0;
681;11:14:58;0;7834;0;
682;11:15:08;0;7834;0;
683;11:15:18;0;7834;0;
684;11:15:28;0;7834;0;
685;11:15:38;0;7834;0;
686;11:15:48;0;7834;0;
687;11:15:58;0;7834;0;
688;11:16:08;0;7834;0;
689;11:16:18;0;7836;0;
690;11:16:28;0;7836;0;
691;11:16:38;0;7836;0;
692;11:16:48;0;7836;0;
693;11:16:58;0;7836;0;
694;11:17:08;0;7836;0;
695;11:17:18;0;7836;0;
696;11:17:28;0;7836;0;
697;11:17:38;0;7836;0;
698;11:17:48;0;7836;0;
699;11:17:58;0;7836;0;
700;11:18:08;0;7836;0;
701;11:18:18;0;7836;0;
702;11:18:28;0;7836;0;
703;11:18:38;0;7836;0;
704;11:18:48;0;7836;0;
705;11:18:58;0;7836;0;
706;11:19:08;0;7836;0;
707;11:19:18;0;7836;0;
708;11:19:28;0;7836;0;
709;11:19:38;0;7836;0;
710;11:19:48;0;7836;0;
711;11:19:58;0;0;0;
712;11:20:08;0;0;0;
713;11:20:18;0;0;0;
714;11:20:28;0;0;0;
715;11:20:38;0;0;0;
716;11:20:48;13,83333333;0;0;
717;11:20:58;24,25;0;0;
718;11:21:08;34,66666667;0;0;
719;11:21:18;48,5;0;0;
720;11:21:28;58,91666667;0;0;
721;11:21:38;69,33333333;0;0;
722;11:21:48;83,16666667;0;0;
723;11:21:58;83,16666667;0;0;
724;11:22:08;83,16666667;0;0;
725;11:22:18;83,16666667;0;0;
726;11:22:28;83,16666667;0;0;
727;11:22:38;90,72727273;4;0;
728;11:22:48;83,2;25;0;
729;11:22:58;78,55555556;46;0;
730;11:23:08;72,75;72;0;
731;11:23:18;59,42857143;98;0;
732;11:23:28;48,5;125;0;
733;11:23:38;33,2;151;0;
734;11:23:48;0;158;0;
735;11:23:58;0;158;0;
736;11:24:08;0;158;0;
737;11:24:18;0;158;0;
